Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Malevolent Spirits: Mononogatari,"Animation, Action, Fantasy",6.7,191.0,2023.0,,"When spirits cross over into the human world, they can possess old objects and gain a physical form: a tsukumogami. Tsukumogami can be gentle, violent, or somewhere in-between, so the Saenome clan peacefully helps send them back to the spirit world to avoid destruction. Kunato Hyouma is a member of the clan, but is...less than peaceful, since he holds a grudge from when a tsukumogami robbed him of something important. Afraid that Hyouma's brash anger in dealing with these spirits will lead to supernatural catastrophes, Hyouma's grandfather sends him to live in Kyoto with Nagatsuki Botan, an unusual young woman who actually lives with tsukumogami like family. Can Hyouma learn to control his emotions when dealing with tsukumogami, or is his own spirit doomed to be possessed with rage forever?",animation  action  fantasy,recent,0.6097560975609755,0.4454640723682653,animation  action  fantasy recent,8,Animation & Action
The Masterful Cat Is Depressed Again Today,"Animation, Comedy",7.5,125.0,2023.0,,"When Saku took in a stray black cat, she never expected that he would become the equivalent of a housekeeping life partner. But Yukichi, a giant cat who towers over Saku, is not your ordinary feline. He takes great pride in his culinary skills, and a good sale at the supermarket always gets his whiskers twitching. Saku may not have her act together yet, but at least she has Yukichi.",animation  comedy,recent,0.7073170731707316,0.303923943687477,animation  comedy recent,8,Animation & Action
FLCL Progressive,"Animation, Action, Comedy",5.7,834.0,2018.0,138 min,"Many years have passed since Naota and Haruhara Haruko shared their adventure together. Meanwhile, the war between the two entities known as Medical Mechanica and Fraternity rages across the galaxy. Enter Hidomi, a young teenaged girl who believes there is nothing amazing to expect from her average life, until one day when a new teacher named Haruko arrives at her school. Soon enough, Medical Mechanica is attacking her town and Hidomi discovers a secret within her that could save everyone, a secret that only Haruko can unlock.",animation  action  comedy,twenty-tens,0.4878048780487804,0.9394059754208114,animation  action  comedy twenty-tens,3,Animation & Comedy
Reincarnated as a Sword,"Animation, Action, Adventure",7.3,898.0,2022.0,24 min,"The hero of Tensei shitara Ken deshita differs from your standard otherworldly protagonist in that he is reincarnated as a sword! Beginning his quest by spawning in the middle of a beast-ridden forest, he encounters an injured girl frantically fleeing for her life. Saving her from her assailants, the pair acquaint themselves, and the girl introduces herself as Fran. She bears a heavy past, having endured the enslavement and maltreatment of her tribe, the Black Cats. As the hero is unable to remember the name from his past life, the young and tenacious Fran bestows him the name ""Shishou"" and becomes his wielder. Thereafter, Shishou and Fran become a formidable team, embarking on quests to liberate the oppressed and exact justice!",animation  action  adventure,recent,0.6829268292682925,0.9642221903181064,animation  action  adventure recent,8,Animation & Action
Myriad Colors Phantom World,"Animation, Fantasy",6.3,879.0,2016.0,24 min,"When phantoms cause trouble, it's up to Haruhiko and his Phantom Hunting Club teammates to take care of them! If they can, that is.",animation  fantasy,twenty-tens,0.5609756097560974,0.9570442225774277,animation  fantasy twenty-tens,0,Animation & Drama
Super HxEros,"Animation, Action, Comedy",5.4,381.0,2020.0,23 min,"Highschooler Retto Enjo is a member of the hero group, HXEROS, and together they fight to save the Earth, with or without clothes.",animation  action  comedy,recent,0.4512195121951219,0.6766272107320536,animation  action  comedy recent,8,Animation & Action
Persona 5: The Animation,"Animation, Action, Adventure",6.6,739.0,2018.0,24 min,Follows Ren Amamiya and a rebellious group of teenagers in Tokyo who form the Phantom Thieves of Hearts to rebel against the corruption and slavery in society.,animation  action  adventure,twenty-tens,0.597560975609756,0.8988198215093703,animation  action  adventure twenty-tens,5,Animation & Action
Seven Mortal Sins,Animation,5.2,315.0,2017.0,23 min,"After Lucifer falls from Heaven and plans to become the Demon Lord, she must prove herself by defeating the Seven Deadly Sins.",animation,twenty-tens,0.42682926829268286,0.6128896841214427,animation twenty-tens,0,Animation & Drama
Urusei Yatsura,"Animation, Action, Adventure",7.0,472.0,2022.0,25 min,A young man cursed with misfortune finds himself tied to an alien wife.,animation  action  adventure,recent,0.646341463414634,0.7484282293327622,animation  action  adventure recent,8,Animation & Action
The Dawn of the Witch,"Animation, Action, Adventure",5.8,332.0,2022.0,,"A magician with zero magic is sent to investigate attacks on magicians, and uncovers a great mystery.",animation  action  adventure,recent,0.4999999999999999,0.6304977201378265,animation  action  adventure recent,8,Animation & Action
"The Fruit of Evolution: Before I Knew It, My Life Had It Made","Animation, Adventure, Comedy",6.1,960.0,2021.0,,A fat schoolkid is thrown into a fantasy world and must team up with a female gorilla to survive.,animation  adventure  comedy,recent,0.5365853658536583,0.9866324561597523,animation  adventure  comedy recent,8,Animation & Action
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,"Animation, Action, Fantasy",6.6,610.0,2023.0,,"Teenager Shiinya Kazuya died while saving young girls from an attacker, only to find himself reincarnated into a world of swords and magic. It was a dream come true. Though he remembers his life and knowledge of Earth, he is now Cain von Silford, the third son of an aristocrat. Being granted the protection of the gods on his fifth birthday turned out to be too much of a good thing for Cain. His stats and boosts are so powerful, he must hide his real abilities to climb the ranks of society as he descends into the darkest dungeons. The ultimate isekai adventure begins as a teen-turned-child is trapped in a beautiful kingdom he didn't create, but might one day rule.",animation  action  fantasy,recent,0.597560975609756,0.8344522961320501,animation  action  fantasy recent,8,Animation & Action
The Night When Me and My Boss Spent the Night at the Capsule Hotel After the Last Train and He Passed His Fever to Me,"Animation, Romance",5.6,61.0,2018.0,3 min,"The anime centers on Minori, an office worker, and her boss Hadano, who are constantly arguing with each other. One night, after a company drinking party, Minori and Hadano are having their usual argument, when Minori realizes that she has missed the last train. They decide to spend the night at a nearby capsule hotel, but an incident forces them to share the same unit.",animation  romance,twenty-tens,0.47560975609756084,0.06562949247350787,animation  romance twenty-tens,0,Animation & Drama
Konosuba: An Explosion on This Wonderful World!,"Animation, Adventure, Comedy",6.9,676.0,2023.0,24 min,"One year before a certain useless goddess and NEET extraordinaire hit the scene, Megumin, the ""Greatest Genius of the Crimson Magic Clan,"" is hard at work. Ever since a life-changing encounter in her youth, the young wizard has dedicated her every waking moment to the pursuit of the ultimate offensive magic: Explosion magic. Well, every moment not spent hustling food from her self-proclaimed rival. While the big sister's away, the little one will play too and on a routine trip into the woods, Megumin's little sister, Komekko, finds a strange black kitten. Little does she know that this cat plays a key role in unsealing a Dark God's tomb.",animation  adventure  comedy,recent,0.6341463414634145,0.8689202862841913,animation  adventure  comedy recent,8,Animation & Action
KamiKatsu: Working for God in a Godless World,"Animation, Fantasy",6.2,457.0,2023.0,,"Yukito's parents are the leaders of a cult. After he gets sacrificed, he gets reincarnated into another world where religion doesn't exist and porn books are akin to a child's doodles.",animation  fantasy,recent,0.548780487804878,0.7375992756247096,animation  fantasy recent,8,Animation & Action
Immoral Guild,"Animation, Comedy, Fantasy",6.1,289.0,2022.0,,"The story follows the skilled hunter Kikuru Madan, who has decided to retire out of fear of wasting his youth. One day, a guild staff member suggests that he go on a quest with a new female martial artist named Hitamu Kyan.",animation  comedy  fantasy,recent,0.5365853658536583,0.5840377619282007,animation  comedy  fantasy recent,8,Animation & Action
My Girlfriend Is Shobitch,"Animation, Comedy",5.8,368.0,2017.0,23 min,"Haruka Shinozaki has been interested in the class representative, Akiho Kousaka, since his first year in high school. She is attractive, good at sports, and is an all-around model student.",animation  comedy,twenty-tens,0.4999999999999999,0.6649925389885238,animation  comedy twenty-tens,3,Animation & Comedy
The Boy and the Heron,"Animation, Adventure, Drama",7.6,829.0,2023.0,124 min,"Through encounters with his friends and uncle, follows a teenage boy's psychological development. He enters a magical world with a talking grey heron after finding an abandoned tower in his new town.",animation  adventure  drama,recent,0.7195121951219511,0.9373877744637544,animation  adventure  drama recent,8,Animation & Action
Mech Cadets,"Animation, Action, Adventure",6.8,497.0,2023.0,25 min,An underdog teen joins a group of young Cadets who've been chosen to bond with Robo Mechs from space and defend Earth against alien invaders.,animation  action  adventure,recent,0.621951219512195,0.7657353214535341,animation  action  adventure recent,8,Animation & Action
Ooku: The Inner Chambers,"Animation, Drama, Fantasy",7.5,628.0,2023.0,30 min,"In an alternate history where the male population is nearly decimated, eligible men serve as concubines to the woman shogun inside the walls of the Ooku.",animation  drama  fantasy,recent,0.7073170731707316,0.8442086751396504,animation  drama  fantasy recent,0,Animation & Drama
